instant,dteday,season,day_of_week,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count,day_type,temp_cluster,humidity_cluster
183,2011-07-02,fall,saturday,0,clear,73.83330000000001,0.667308,44.4583,0.115062,2204,2915,5119,weekend,,Kering
184,2011-07-03,fall,sunday,0,misty,71.6667,0.668575,68.25,0.228858,2282,2367,4649,weekend,,Ideal
185,2011-07-04,fall,monday,0,misty,72.66669999999999,0.665417,63.7917,0.0814792,3065,2978,6043,weekdays,,Ideal
186,2011-07-05,fall,tuesday,1,clear,74.66669999999999,0.696338,59.0417,0.126258,1031,3634,4665,weekdays,,Ideal
187,2011-07-06,fall,wednesday,1,clear,72.0,0.685633,74.33330000000001,0.149883,784,3845,4629,weekdays,,Lembab
188,2011-07-07,fall,thursday,1,clear,75.0,0.686871,65.125,0.1592,754,3838,4592,weekdays,,Ideal
189,2011-07-08,fall,friday,1,misty,70.9167,0.670483,75.79169999999999,0.225129,692,3348,4040,weekdays,,Lembab
190,2011-07-09,fall,saturday,0,clear,73.33330000000001,0.664158,60.9167,0.167912,1988,3348,5336,weekend,,Ideal
191,2011-07-10,fall,sunday,0,clear,74.75,0.690025,57.8333,0.183471,1743,3138,4881,weekend,,Ideal
192,2011-07-11,fall,monday,1,clear,76.25,0.729804,63.5833,0.282337,723,3363,4086,weekdays,,Ideal
193,2011-07-12,fall,tuesday,1,clear,79.41669999999999,0.739275,55.9167,0.200254,662,3596,4258,weekdays,,Ideal
194,2011-07-13,fall,wednesday,1,clear,74.66669999999999,0.689404,63.1667,0.146133,748,3594,4342,weekdays,,Ideal
195,2011-07-14,fall,thursday,1,clear,68.08330000000001,0.635104,47.625,0.240667,888,4196,5084,weekdays,,Ideal
196,2011-07-15,fall,friday,1,clear,66.3333,0.624371,59.12500000000001,0.182833,1318,4220,5538,weekdays,,Ideal
197,2011-07-16,fall,saturday,0,clear,68.6667,0.638263,58.5,0.208342,2418,3505,5923,weekend,,Ideal
198,2011-07-17,fall,sunday,0,clear,71.9167,0.669833,60.4167,0.245033,2006,3296,5302,weekend,,Ideal
199,2011-07-18,fall,monday,1,clear,74.66669999999999,0.703925,65.125,0.215804,841,3617,4458,weekdays,,Ideal
200,2011-07-19,fall,tuesday,1,clear,77.6667,0.747479,65.0417,0.1306,752,3789,4541,weekdays,,Ideal
201,2011-07-20,fall,wednesday,1,clear,76.83330000000001,0.74685,70.70830000000001,0.113817,644,3688,4332,weekdays,,Lembab
202,2011-07-21,fall,thursday,1,misty,81.5,0.826371,69.125,0.222021,632,3152,3784,weekdays,,Ideal
203,2011-07-22,fall,friday,1,clear,84.8333,0.840896,58.0417,0.1331,562,2825,3387,weekdays,,Ideal
204,2011-07-23,fall,saturday,0,clear,84.9167,0.804287,50.0,0.131221,987,2298,3285,weekend,,Ideal
205,2011-07-24,fall,sunday,0,clear,83.0,0.794829,55.0833,0.169171,1050,2556,3606,weekend,,Ideal
206,2011-07-25,fall,monday,1,clear,74.33330000000001,0.720958,75.7083,0.0908083,568,3272,3840,weekdays,,Lembab
207,2011-07-26,fall,tuesday,1,clear,77.1667,0.696979,54.0833,0.200258,750,3840,4590,weekdays,,Ideal
208,2011-07-27,fall,wednesday,1,clear,77.5,0.690667,40.291700000000006,0.183463,755,3901,4656,weekdays,,Kering
209,2011-07-28,fall,thursday,1,clear,77.9167,0.7399,58.3333,0.178479,606,3784,4390,weekdays,,Ideal
210,2011-07-29,fall,friday,1,clear,83.8333,0.785967,54.25,0.174138,670,3176,3846,weekdays,,Ideal
211,2011-07-30,fall,saturday,0,clear,80.41669999999999,0.728537,46.5833,0.168537,1559,2916,4475,weekend,,Ideal
212,2011-07-31,fall,sunday,0,clear,80.58330000000001,0.729796,48.0833,0.164813,1524,2778,4302,weekend,,Ideal
213,2011-08-01,fall,monday,1,clear,77.1667,0.703292,55.0833,0.156717,729,3537,4266,weekdays,,Ideal
214,2011-08-02,fall,tuesday,1,clear,78.3333,0.707071,49.125,0.20585,801,4044,4845,weekdays,,Ideal
215,2011-08-03,fall,wednesday,1,misty,73.16669999999999,0.679937,65.75,0.135583,467,3107,3574,weekdays,,Ideal
216,2011-08-04,fall,thursday,1,misty,71.0,0.664788,75.75,0.19715,799,3777,4576,weekdays,,Lembab
217,2011-08-05,fall,friday,1,clear,71.08330000000001,0.656567,63.083299999999994,0.184696,1023,3843,4866,weekdays,,Ideal
218,2011-08-06,fall,saturday,0,misty,71.6667,0.676154,75.5,0.22825,1521,2773,4294,weekend,,Lembab
219,2011-08-07,fall,sunday,0,clear,74.25,0.715292,75.29169999999999,0.201487,1298,2487,3785,weekend,,Lembab
220,2011-08-08,fall,monday,1,clear,76.5,0.703283,59.2083,0.192175,846,3480,4326,weekdays,,Ideal
221,2011-08-09,fall,tuesday,1,clear,77.5,0.724121,57.04169999999999,0.151121,907,3695,4602,weekdays,,Ideal
222,2011-08-10,fall,wednesday,1,clear,76.66669999999999,0.684983,42.4167,0.200258,884,3896,4780,weekdays,,Kering
223,2011-08-11,fall,thursday,1,clear,71.75,0.651521,42.375,0.164796,812,3980,4792,weekdays,,Kering
224,2011-08-12,fall,friday,1,clear,70.8333,0.654042,41.5,0.125621,1051,3854,4905,weekdays,,Kering
225,2011-08-13,fall,saturday,0,misty,68.58330000000001,0.645858,72.9583,0.211454,1504,2646,4150,weekend,,Lembab
226,2011-08-14,fall,sunday,0,misty,67.6667,0.624388,81.75,0.222633,1338,2482,3820,weekend,,Lembab
227,2011-08-15,fall,monday,1,clear,66.5833,0.616167,71.20830000000001,0.208954,775,3563,4338,weekdays,,Lembab
228,2011-08-16,fall,tuesday,1,clear,70.08330000000001,0.645837,57.8333,0.236329,721,4004,4725,weekdays,,Ideal
229,2011-08-17,fall,wednesday,1,clear,72.3333,0.666671,57.5417,0.143667,668,4026,4694,weekdays,,Ideal
230,2011-08-18,fall,thursday,1,clear,71.1667,0.662258,65.45830000000001,0.233208,639,3166,3805,weekdays,,Ideal
231,2011-08-19,fall,friday,1,misty,68.5,0.633221,72.2917,0.139308,797,3356,4153,weekdays,,Lembab
232,2011-08-20,fall,saturday,0,clear,69.75,0.648996,67.41669999999999,0.104467,1914,3277,5191,weekend,,Ideal
233,2011-08-21,fall,sunday,0,clear,71.08330000000001,0.675525,77.0,0.248754,1249,2624,3873,weekend,,Lembab
234,2011-08-22,fall,monday,1,clear,69.1667,0.638254,47.0,0.27675,833,3925,4758,weekdays,,Ideal
235,2011-08-23,fall,tuesday,1,clear,64.0833,0.606067,45.5417,0.146763,1281,4614,5895,weekdays,,Ideal
236,2011-08-24,fall,wednesday,1,clear,67.3333,0.630692,60.5,0.253108,949,4181,5130,weekdays,,Ideal
237,2011-08-25,fall,thursday,1,misty,68.41669999999999,0.645854,77.1667,0.210833,435,3107,3542,weekdays,,Lembab
238,2011-08-26,fall,friday,1,clear,70.0,0.659733,76.125,0.0839625,768,3893,4661,weekdays,,Lembab
239,2011-08-27,fall,saturday,0,misty,68.0,0.635556,85.0,0.375617,226,889,1115,weekend,,Lembab
240,2011-08-28,fall,sunday,0,clear,70.7059,0.647959,56.1765,0.304659,1415,2919,4334,weekend,,Ideal
241,2011-08-29,fall,monday,1,clear,63.6667,0.607958,55.45830000000001,0.159825,729,3905,4634,weekdays,,Ideal
242,2011-08-30,fall,tuesday,1,clear,63.916700000000006,0.594704,54.833299999999994,0.125008,775,4429,5204,weekdays,,Ideal
243,2011-08-31,fall,wednesday,1,clear,65.6667,0.611121,59.791700000000006,0.0833333,688,4370,5058,weekdays,,Ideal
244,2011-09-01,fall,thursday,1,clear,65.5,0.614921,63.916700000000006,0.141796,783,4332,5115,weekdays,,Ideal
245,2011-09-02,fall,friday,1,misty,64.33330000000001,0.604808,72.70830000000001,0.139929,875,3852,4727,weekdays,,Lembab
246,2011-09-03,fall,saturday,0,clear,66.91669999999999,0.633213,71.6667,0.185325,1935,2549,4484,weekend,,Lembab
247,2011-09-04,fall,sunday,0,clear,70.9167,0.665429,74.20830000000001,0.206467,2521,2419,4940,weekend,,Lembab
248,2011-09-05,fall,monday,0,misty,67.3333,0.625646,79.0417,0.212696,1236,2115,3351,weekdays,,Lembab
249,2011-09-06,fall,tuesday,1,light_rain/snow,54.0,0.5152,88.6957,0.343943,204,2506,2710,weekdays,,Lembab
250,2011-09-07,fall,wednesday,1,light_rain/snow,59.9167,0.544229,91.7083,0.0970208,118,1878,1996,weekdays,,Lembab
251,2011-09-08,fall,thursday,1,light_rain/snow,63.391299999999994,0.555361,93.9565,0.192748,153,1689,1842,weekdays,,Lembab
252,2011-09-09,fall,friday,1,misty,65.0,0.578946,89.79169999999999,0.124379,417,3127,3544,weekdays,,Lembab
253,2011-09-10,fall,saturday,0,clear,66.0,0.607962,75.375,0.153608,1750,3595,5345,weekend,,Lembab
254,2011-09-11,fall,sunday,0,clear,65.33330000000001,0.609229,71.375,0.115054,1633,3413,5046,weekend,,Lembab
255,2011-09-12,fall,monday,1,clear,64.43480000000001,0.60213,69.2174,0.088913,690,4023,4713,weekdays,,Ideal
256,2011-09-13,fall,tuesday,1,clear,65.0833,0.603554,71.25,0.141804,701,4062,4763,weekdays,,Lembab
257,2011-09-14,fall,wednesday,1,clear,67.3333,0.6269,69.7083,0.1673,647,4138,4785,weekdays,,Ideal
258,2011-09-15,fall,thursday,1,misty,57.75,0.553671,70.9167,0.271146,428,3231,3659,weekdays,,Lembab
259,2011-09-16,fall,friday,1,misty,46.9167,0.461475,59.0417,0.164183,742,4018,4760,weekdays,,Ideal
260,2011-09-17,fall,saturday,0,misty,49.1667,0.478512,71.8333,0.189675,1434,3077,4511,weekend,,Lembab
261,2011-09-18,fall,sunday,0,clear,50.74999999999999,0.490537,69.5,0.178483,1353,2921,4274,weekend,,Ideal
262,2011-09-19,fall,monday,1,misty,54.9167,0.529675,69.0,0.151742,691,3848,4539,weekdays,,Ideal
263,2011-09-20,fall,tuesday,1,misty,56.166700000000006,0.532217,88.125,0.134954,438,3203,3641,weekdays,,Lembab
264,2011-09-21,fall,wednesday,1,misty,59.5,0.550533,90.0,0.0964042,539,3813,4352,weekdays,,Lembab
265,2011-09-22,fall,thursday,1,misty,62.8333,0.554963,90.2083,0.128125,555,4240,4795,weekdays,,Lembab
266,2011-09-23,winter,friday,1,misty,60.9167,0.522125,97.25,0.0783667,258,2137,2395,weekdays,,Lembab
267,2011-09-24,winter,saturday,0,misty,60.6667,0.564412,86.25,0.0783833,1776,3647,5423,weekend,,Lembab
268,2011-09-25,winter,sunday,0,misty,63.416700000000006,0.572637,84.5,0.0503792,1544,3466,5010,weekend,,Lembab
269,2011-09-26,winter,monday,1,misty,64.9167,0.589042,84.8333,0.1107,684,3946,4630,weekdays,,Lembab
270,2011-09-27,winter,tuesday,1,misty,63.6667,0.574525,88.5417,0.118171,477,3643,4120,weekdays,,Lembab
271,2011-09-28,winter,wednesday,1,misty,63.5,0.575158,84.875,0.148629,480,3427,3907,weekdays,,Lembab
272,2011-09-29,winter,thursday,1,clear,61.6667,0.574512,69.91669999999999,0.172883,653,4186,4839,weekdays,,Ideal
273,2011-09-30,winter,friday,1,clear,56.4167,0.544829,64.75,0.206475,830,4372,5202,weekdays,,Ideal
274,2011-10-01,winter,saturday,0,misty,41.0,0.412863,75.375,0.292296,480,1949,2429,weekend,,Lembab
275,2011-10-02,winter,sunday,0,misty,35.6667,0.345317,79.1667,0.222013,616,2302,2918,weekend,Panas,Lembab
276,2011-10-03,winter,monday,1,misty,38.4167,0.392046,76.0833,0.0833458,330,3240,3570,weekdays,Panas,Lembab
277,2011-10-04,winter,tuesday,1,clear,48.4167,0.472858,71.0,0.205854,486,3970,4456,weekdays,,Lembab
278,2011-10-05,winter,wednesday,1,clear,53.833299999999994,0.527138,64.79169999999999,0.17725,559,4267,4826,weekdays,,Ideal
279,2011-10-06,winter,thursday,1,clear,49.416700000000006,0.480425,62.083299999999994,0.134954,639,4126,4765,weekdays,,Ideal
280,2011-10-07,winter,friday,1,clear,51.0833,0.504404,68.41669999999999,0.0223917,949,4036,4985,weekdays,,Ideal
281,2011-10-08,winter,saturday,0,clear,52.1667,0.513242,70.125,0.0454042,2235,3174,5409,weekend,,Lembab
282,2011-10-09,winter,sunday,0,clear,54.0833,0.523983,72.75,0.06345,2397,3114,5511,weekend,,Lembab
283,2011-10-10,winter,monday,0,clear,57.0833,0.542925,73.375,0.0423042,1514,3603,5117,weekdays,,Lembab
284,2011-10-11,winter,tuesday,1,misty,56.666700000000006,0.546096,80.875,0.143042,667,3896,4563,weekdays,,Lembab
285,2011-10-12,winter,wednesday,1,light_rain/snow,54.333299999999994,0.517717,90.625,0.24815,217,2199,2416,weekdays,,Lembab
286,2011-10-13,winter,thursday,1,misty,58.9167,0.551804,89.6667,0.141787,290,2623,2913,weekdays,,Lembab
287,2011-10-14,winter,friday,1,misty,55.0833,0.529675,71.625,0.223883,529,3115,3644,weekdays,,Lembab
288,2011-10-15,winter,saturday,0,clear,50.6667,0.498725,48.3333,0.258083,1899,3318,5217,weekend,,Ideal
289,2011-10-16,winter,sunday,0,clear,51.1667,0.503154,48.6667,0.281717,1748,3293,5041,weekend,,Ideal
290,2011-10-17,winter,monday,1,clear,53.41669999999999,0.510725,57.958299999999994,0.175379,713,3857,4570,weekdays,,Ideal
291,2011-10-18,winter,tuesday,1,misty,53.25,0.522721,70.1667,0.110087,637,4111,4748,weekdays,,Lembab
292,2011-10-19,winter,wednesday,1,light_rain/snow,54.173899999999996,0.513848,89.52170000000001,0.243339,254,2170,2424,weekdays,,Lembab
293,2011-10-20,winter,thursday,1,clear,47.5833,0.466525,63.625,0.422275,471,3724,4195,weekdays,,Ideal
294,2011-10-21,winter,friday,1,clear,42.75,0.423596,57.4167,0.221396,676,3628,4304,weekdays,,Ideal
295,2011-10-22,winter,saturday,0,clear,42.25,0.425492,62.916700000000006,0.0926667,1499,2809,4308,weekend,,Ideal
296,2011-10-23,winter,sunday,0,clear,42.1667,0.422333,74.125,0.0995125,1619,2762,4381,weekend,,Lembab
297,2011-10-24,winter,monday,1,clear,46.3333,0.457067,77.2083,0.118792,699,3488,4187,weekdays,,Lembab
298,2011-10-25,winter,tuesday,1,clear,47.1667,0.463375,62.291700000000006,0.166658,695,3992,4687,weekdays,,Ideal
299,2011-10-26,winter,wednesday,1,misty,48.4167,0.472846,72.04169999999999,0.148642,404,3490,3894,weekdays,,Lembab
300,2011-10-27,winter,thursday,1,misty,47.0,0.457046,81.2917,0.197763,240,2419,2659,weekdays,,Lembab
301,2011-10-28,winter,friday,1,misty,33.0833,0.318812,58.58330000000001,0.229479,456,3291,3747,weekdays,Panas,Ideal
302,2011-10-29,winter,saturday,0,light_rain/snow,25.4167,0.227913,88.25,0.351371,57,570,627,weekend,Ideal,Lembab
303,2011-10-30,winter,sunday,0,clear,31.9167,0.321329,62.375,0.176617,885,2446,3331,weekend,Panas,Ideal
304,2011-10-31,winter,monday,1,clear,34.0,0.356063,70.3333,0.10635,362,3307,3669,weekdays,Panas,Lembab
305,2011-11-01,winter,tuesday,1,clear,40.0833,0.397088,68.375,0.135571,410,3658,4068,weekdays,,Ideal
306,2011-11-02,winter,wednesday,1,clear,37.75,0.390133,71.875,0.0820917,370,3816,4186,weekdays,Panas,Lembab
307,2011-11-03,winter,thursday,1,clear,40.8333,0.405921,70.20830000000001,0.136817,318,3656,3974,weekdays,,Lembab
308,2011-11-04,winter,friday,1,misty,40.3333,0.403392,62.25000000000001,0.271779,470,3576,4046,weekdays,,Ideal
309,2011-11-05,winter,saturday,0,clear,32.6667,0.323854,51.916700000000006,0.189062,1156,2770,3926,weekend,Panas,Ideal
310,2011-11-06,winter,sunday,0,clear,34.8333,0.362358,73.4583,0.0920542,952,2697,3649,weekend,Panas,Lembab
311,2011-11-07,winter,monday,1,clear,39.5,0.400871,75.875,0.057225,373,3662,4035,weekdays,Panas,Lembab
312,2011-11-08,winter,tuesday,1,clear,40.8333,0.412246,72.16669999999999,0.0690375,376,3829,4205,weekdays,,Lembab
313,2011-11-09,winter,wednesday,1,clear,40.0,0.409079,75.83330000000001,0.0621958,305,3804,4109,weekdays,Panas,Lembab
314,2011-11-10,winter,thursday,1,misty,38.0,0.373721,81.3333,0.189067,190,2743,2933,weekdays,Panas,Lembab
315,2011-11-11,winter,friday,0,clear,32.4167,0.306817,44.625,0.314675,440,2928,3368,weekdays,Panas,Kering
316,2011-11-12,winter,saturday,0,clear,35.6667,0.357942,55.2917,0.212062,1275,2792,4067,weekend,Panas,Ideal
317,2011-11-13,winter,sunday,0,clear,44.083299999999994,0.43055,45.8333,0.281721,1004,2713,3717,weekend,,Ideal
318,2011-11-14,winter,monday,1,clear,53.0,0.524612,58.7083,0.306596,595,3891,4486,weekdays,,Ideal
319,2011-11-15,winter,tuesday,1,misty,53.0,0.507579,68.875,0.199633,449,3746,4195,weekdays,,Ideal
320,2011-11-16,winter,wednesday,1,light_rain/snow,45.6667,0.451988,93.0,0.136829,145,1672,1817,weekdays,,Lembab
321,2011-11-17,winter,thursday,1,misty,34.1667,0.323221,57.5833,0.305362,139,2914,3053,weekdays,Panas,Ideal
322,2011-11-18,winter,friday,1,clear,27.4167,0.272721,41.0,0.168533,245,3147,3392,weekdays,Ideal,Kering
323,2011-11-19,winter,saturday,0,clear,32.9167,0.324483,50.208299999999994,0.224496,943,2720,3663,weekend,Panas,Ideal
324,2011-11-20,winter,sunday,0,misty,46.3333,0.457058,68.45830000000001,0.18595,787,2733,3520,weekend,,Ideal
325,2011-11-21,winter,monday,1,light_rain/snow,44.75,0.445062,91.0,0.138054,220,2545,2765,weekdays,,Lembab
326,2011-11-22,winter,tuesday,1,light_rain/snow,41.6667,0.421696,96.25,0.118792,69,1538,1607,weekdays,,Lembab
327,2011-11-23,winter,wednesday,1,misty,44.083299999999994,0.430537,75.79169999999999,0.335825,112,2454,2566,weekdays,,Lembab
328,2011-11-24,winter,thursday,0,clear,37.3333,0.372471,54.9167,0.167304,560,935,1495,weekdays,Panas,Ideal
329,2011-11-25,winter,friday,1,clear,37.5,0.380671,64.375,0.0988958,1095,1697,2792,weekdays,Panas,Ideal
330,2011-11-26,winter,saturday,0,clear,37.583299999999994,0.385087,68.1667,0.0684208,1249,1819,3068,weekend,Panas,Ideal
331,2011-11-27,winter,sunday,0,clear,45.9167,0.4558,69.8333,0.208954,810,2261,3071,weekend,,Ideal
332,2011-11-28,winter,monday,1,clear,50.3478,0.490122,74.3043,0.142122,253,3614,3867,weekdays,,Lembab
333,2011-11-29,winter,tuesday,1,misty,45.8333,0.451375,83.08330000000001,0.258092,96,2818,2914,weekdays,,Lembab
334,2011-11-30,winter,wednesday,1,clear,32.5,0.311221,61.3333,0.271158,188,3425,3613,weekdays,Panas,Ideal
335,2011-12-01,winter,thursday,1,clear,31.25,0.305554,52.4583,0.220158,182,3545,3727,weekdays,Panas,Ideal
336,2011-12-02,winter,friday,1,clear,31.4167,0.331433,62.583299999999994,0.100754,268,3672,3940,weekdays,Panas,Ideal
337,2011-12-03,winter,saturday,0,clear,29.916700000000002,0.310604,61.291700000000006,0.0957833,706,2908,3614,weekend,Ideal,Ideal
338,2011-12-04,winter,sunday,0,clear,33.0833,0.3491,77.5833,0.0839583,634,2851,3485,weekend,Panas,Lembab
339,2011-12-05,winter,monday,1,misty,38.5833,0.393925,82.70830000000001,0.0622083,233,3578,3811,weekdays,Panas,Lembab
340,2011-12-06,winter,tuesday,1,light_rain/snow,46.25,0.4564,94.9583,0.232583,126,2468,2594,weekdays,,Lembab
341,2011-12-07,winter,wednesday,1,light_rain/snow,41.0,0.400246,97.04169999999999,0.266175,50,655,705,weekdays,,Lembab
342,2011-12-08,winter,thursday,1,clear,26.583299999999998,0.256938,57.99999999999999,0.240058,150,3172,3322,weekdays,Ideal,Ideal
343,2011-12-09,winter,friday,1,clear,29.0833,0.317542,69.58330000000001,0.0827167,261,3359,3620,weekdays,Ideal,Ideal
344,2011-12-10,winter,saturday,0,clear,27.500000000000004,0.266412,50.74999999999999,0.233221,502,2688,3190,weekend,Ideal,Ideal
345,2011-12-11,winter,sunday,0,clear,22.0833,0.253154,49.0,0.0665417,377,2366,2743,weekend,Ideal,Ideal
346,2011-12-12,winter,monday,1,clear,23.833299999999998,0.270196,67.08330000000001,0.06345,143,3167,3310,weekdays,Ideal,Ideal
347,2011-12-13,winter,tuesday,1,clear,28.249999999999996,0.301138,59.0,0.14055,155,3368,3523,weekdays,Ideal,Ideal
348,2011-12-14,winter,wednesday,1,misty,31.75,0.338362,66.375,0.0609583,178,3562,3740,weekdays,Panas,Ideal
349,2011-12-15,winter,thursday,1,misty,42.25,0.412237,63.416700000000006,0.268042,181,3528,3709,weekdays,,Ideal
350,2011-12-16,winter,friday,1,misty,37.5,0.359825,50.0417,0.260575,178,3399,3577,weekdays,Panas,Ideal
351,2011-12-17,winter,saturday,0,misty,25.833299999999998,0.249371,56.0833,0.243167,275,2464,2739,weekend,Ideal,Ideal
352,2011-12-18,winter,sunday,0,clear,23.833299999999998,0.245579,58.62500000000001,0.169779,220,2211,2431,weekend,Ideal,Ideal
353,2011-12-19,winter,monday,1,clear,27.6667,0.280933,63.74999999999999,0.172896,260,3143,3403,weekdays,Ideal,Ideal
354,2011-12-20,winter,tuesday,1,misty,38.5833,0.396454,59.5417,0.0615708,216,3534,3750,weekdays,Panas,Ideal
355,2011-12-21,spring,wednesday,1,misty,42.8333,0.428017,85.83330000000001,0.2214,107,2553,2660,weekdays,,Lembab
356,2011-12-22,spring,thursday,1,misty,42.3333,0.426121,75.75,0.047275,227,2841,3068,weekdays,,Lembab
357,2011-12-23,spring,friday,1,clear,37.3333,0.377513,68.625,0.274246,163,2046,2209,weekdays,Panas,Ideal
358,2011-12-24,spring,saturday,0,clear,30.25,0.299242,54.25,0.190304,155,856,1011,weekend,Panas,Ideal
359,2011-12-25,spring,sunday,0,clear,27.4783,0.279961,68.13040000000001,0.155091,303,451,754,weekend,Ideal,Ideal
360,2011-12-26,spring,monday,0,clear,32.1739,0.315535,50.6957,0.239465,430,887,1317,weekdays,Panas,Ideal
361,2011-12-27,spring,tuesday,1,misty,32.5,0.327633,76.25,0.18845,103,1059,1162,weekdays,Panas,Lembab
362,2011-12-28,spring,wednesday,1,clear,29.913,0.279974,50.39130000000001,0.293961,255,2047,2302,weekdays,Ideal,Ideal
363,2011-12-29,spring,thursday,1,clear,24.8333,0.263892,57.4167,0.119412,254,2169,2423,weekdays,Ideal,Ideal
364,2011-12-30,spring,friday,1,clear,31.166700000000002,0.318812,63.6667,0.134337,491,2508,2999,weekdays,Panas,Ideal
365,2011-12-31,spring,saturday,0,clear,41.0,0.414121,61.583299999999994,0.220154,665,1820,2485,weekend,,Ideal
